trial_id,measurement_noise,outcome,snapshot_q,snapshot_prediction
147,0.02,1,0.5103998295310551,1
147,0.05,1,0.5106670274687087,1
147,0.1,1,0.5088982269795453,1
147,0.15,1,0.5159125678059627,1
148,0.0,0,0.4962264126909333,0
148,0.02,0,0.4973245573241873,0
148,0.05,0,0.49813722953748746,0
148,0.1,0,0.5001804258012373,1
148,0.15,0,0.514451903726536,1
149,0.0,1,0.4979024765544559,0
149,0.02,1,0.49800001378889674,0
149,0.05,1,0.4951068019568137,0
149,0.1,1,0.5003325721463503,1
149,0.15,1,0.4992832162492125,0
150,0.0,0,0.48884953095432393,0
150,0.02,0,0.48993763856871353,0
150,0.05,0,0.4886543069705219,0
150,0.1,0,0.49206859764346217,0
150,0.15,0,0.4840752395141715,0
151,0.0,1,0.49795949004328216,0
151,0.02,1,0.49849775824711423,0
151,0.05,1,0.49981487658859264,0
151,0.1,1,0.5022321738977583,1
151,0.15,1,0.5050252630555152,1
152,0.0,1,0.5004352287438814,1
152,0.02,1,0.5002348038889499,1
152,0.05,1,0.5000982553776249,1
152,0.1,1,0.50751234439851,1
152,0.15,1,0.5057474755400884,1
153,0.0,1,0.49855615615261945,0
153,0.02,1,0.49913707034445076,0
153,0.05,1,0.49546983534632644,0
153,0.1,1,0.5046249776318643,1
153,0.15,1,0.48929701685319427,0
154,0.0,0,0.5097768619887454,1
154,0.02,0,0.5104347678263683,1
154,0.05,0,0.510557683709062,1
154,0.1,0,0.5149903425169402,1
154,0.15,0,0.514095792226967,1
155,0.0,0,0.4793711598282111,0
155,0.02,0,0.4808032524080886,0
155,0.05,0,0.4795995508631904,0
155,0.1,0,0.4766839378410169,0
155,0.15,0,0.4768463798135439,0
156,0.0,1,0.5027586108426525,1
156,0.02,1,0.5023117426199125,1
156,0.05,1,0.5022050969086033,1
156,0.1,1,0.5007069055622532,1
156,0.15,1,0.49535920616449663,0
157,0.0,0,0.5007654971542312,1
157,0.02,0,0.5004748943134362,1
157,0.05,0,0.49855760588667125,0
157,0.1,0,0.49889974128092507,0
157,0.15,0,0.5070776920152364,1
158,0.0,0,0.5138298004843983,1
158,0.02,0,0.5130046921086163,1
158,0.05,0,0.509239022665943,1
158,0.1,0,0.5103329155994751,1
158,0.15,0,0.5071093057777969,1
159,0.0,1,0.5030719921403896,1
159,0.02,1,0.5030684818569574,1
159,0.05,1,0.5014158209290013,1
159,0.1,1,0.5009196182851408,1
159,0.15,1,0.5087197948295771,1
